HAB;WC;M2C;EST;AA;ARME;TERZ;INEX;ORIE;GJE;TRAS;ASC;PISC;ZV;PV
4;1;112;0;1;1;1;2;15;0;1;1;1;1;66.150
2;1;67;2;1;1;1;2;15;0;1;0;1;1;66.100
3;1;61;0;1;1;1;2;15;1;1;1;1;1;66.000
3;2;90;0;1;1;0;0;14;0;0;1;1;0;66.000
3;1;68;2;1;1;1;2;2;1;1;0;1;1;65.855
2;2;109;2;1;0;1;0;0;0;1;0;0;0;65.800
1;1;54;2;1;1;1;2;15;1;1;0;1;1;65.600
3;1;86;0;1;1;1;2;5;1;1;0;1;1;65.100
3;1;70;0;0;0;0;0;1;1;1;1;1;1;65.000
3;2;120;0;0;0;1;0;2;1;1;0;1;0;65.000
3;2;95;2;1;1;0;0;15;0;1;1;0;1;65.000
3;1;77;0;1;1;1;0;15;1;1;0;1;1;65.000
1;1;78;0;1;1;1;0;15;0;0;1;1;1;65.000
3;1;75;0;1;1;1;0;1;1;1;1;1;1;65.000
3;1;80;1;1;1;0;1;15;1;1;0;1;1;65.000
3;1;80;1;1;0;1;1;15;1;1;0;1;1;65.000
3;1;90;0;0;0;0;0;15;1;1;0;1;1;65.000
3;1;74;0;0;0;1;0;2;0;1;0;1;1;65.000
3;2;83;2;1;1;1;2;11;1;1;1;1;1;65.000
2;1;80;0;0;0;1;0;11;1;1;0;1;1;65.000
2;1;77;0;0;0;0;0;15;0;1;0;0;0;65.000
2;1;55;0;1;1;1;0;15;1;1;0;1;1;65.000
2;1;70;0;1;1;1;0;1;1;1;1;1;1;65.000
4;2;105;0;0;0;0;0;5;1;1;1;1;1;64.999
2;1;67;0;1;0;1;0;15;1;0;0;1;1;64.900
2;1;78;0;1;1;0;0;15;0;1;1;1;1;64.900
4;1;100;0;1;1;1;2;15;1;1;0;1;1;64.800
3;2;104;0;1;1;1;0;15;1;1;0;1;1;64.700
1;1;177;2;0;1;0;0;15;0;1;2;0;1;64.700
2;1;57;1;1;0;1;1;2;1;1;1;1;1;64.500
2;1;65;2;0;1;0;0;15;1;1;1;1;1;64.492
3;1;76;0;1;1;1;2;15;1;1;1;1;1;64.050
3;1;70;1;1;1;0;0;3;1;1;0;1;0;64.000
2;1;57;2;1;1;1;2;15;1;1;0;1;1;64.000
2;1;77;0;1;0;0;0;5;1;1;0;1;1;64.000
2;1;55;0;1;1;1;0;15;0;1;0;0;1;64.000
3;1;79;0;1;0;1;0;0;1;1;1;1;1;64.000
3;1;103;0;1;1;1;2;15;1;1;1;1;1;64.000
2;1;89;0;1;1;1;2;15;1;1;2;1;1;63.900
3;1;78;0;0;1;1;2;15;1;1;1;1;1;63.700
3;2;122;2;1;1;1;2;15;0;0;0;1;1;63.100
3;1;80;1;1;0;0;1;2;1;1;0;1;1;63.000
3;1;76;0;1;1;1;0;15;1;1;1;1;1;63.000
2;1;79;1;1;1;1;0;3;1;0;1;1;1;63.000
1;1;52;0;1;1;1;2;6;1;1;1;0;1;63.000
2;1;85;0;1;1;1;2;15;1;1;0;1;1;62.500
2;2;101;2;1;1;1;2;15;0;0;0;1;0;62.300
2;1;75;0;1;1;1;2;15;1;1;2;1;1;62.100
3;1;76;0;1;1;1;0;15;1;1;1;1;1;62.000
2;2;79;0;1;0;0;0;15;0;1;1;1;1;62.000
3;1;122;1;1;1;0;0;15;1;1;0;0;1;61.740
1;1;56;0;1;1;1;2;1;1;1;0;1;1;61.241
1;1;60;0;1;1;1;2;3;1;1;0;1;1;61.072
1;1;40;0;1;0;1;0;15;0;1;0;0;0;61.000
4;1;107;0;1;1;0;0;15;1;1;1;1;1;60.900
3;2;87;0;0;1;1;0;15;0;0;0;1;1;60.700
3;1;154;2;1;1;1;2;15;1;0;0;1;1;60.400
2;1;45;1;1;1;1;1;15;1;1;1;1;1;60.000
1;2;70;0;1;1;1;0;15;1;1;1;1;1;60.000
3;2;100;0;1;1;1;0;15;1;1;0;1;1;60.000
2;1;70;0;1;0;1;0;12;1;1;1;1;1;60.000
2;1;93;0;1;0;1;0;2;1;1;0;1;1;60.000
2;1;60;0;1;1;0;0;2;0;0;0;1;1;60.000
3;1;70;0;1;1;1;0;0;1;1;1;1;1;60.000
1;1;50;2;1;0;1;2;15;1;0;0;1;1;60.000
4;2;110;0;0;0;1;0;15;1;1;0;1;1;60.000
4;2;129;0;1;0;1;2;15;1;0;0;1;1;60.000
1;1;37;0;1;1;1;2;15;1;1;2;1;1;60.000
2;1;70;0;1;0;1;0;1;1;1;0;1;1;60.000
3;1;80;0;1;1;1;2;15;1;1;1;1;1;60.000
3;1;110;0;1;0;1;0;0;1;1;1;1;1;60.000
3;1;87;0;0;1;1;2;15;1;1;1;1;1;60.000
2;1;80;0;1;1;1;0;15;1;1;1;1;1;60.000
2;1;62;1;1;0;0;0;11;1;1;1;1;1;60.000
4;2;100;0;1;0;1;0;1;0;0;1;1;1;60.000
4;2;124;0;0;0;1;0;14;1;1;0;1;1;60.000
2;2;77;2;1;1;1;2;15;1;1;0;1;1;59.600
2;2;89;2;1;1;1;2;15;1;1;0;1;1;59.200
1;1;39;0;1;1;1;2;15;1;1;2;1;1;59.000
3;1;90;0;1;1;1;0;15;1;1;1;1;1;59.000
2;1;60;0;1;1;0;0;15;1;1;0;0;1;59.000
2;1;60;2;0;0;1;0;15;1;1;1;1;1;59.000
3;2;96;2;1;1;0;0;15;0;1;1;0;1;59.000
1;1;60;0;1;0;1;0;2;1;1;0;1;1;59.000
2;1;90;0;0;0;0;0;2;1;1;1;1;1;58.800
2;2;90;2;1;1;0;0;15;0;1;0;1;1;58.500
2;1;85;0;1;1;1;2;15;0;1;2;1;1;58.300
3;1;94;2;1;1;1;2;15;1;1;1;1;1;58.200
1;1;45;2;1;0;0;0;2;1;1;0;0;1;58.000
3;2;111;2;1;1;1;2;15;1;1;2;1;1;58.000
3;1;103;0;1;1;1;0;15;1;1;1;1;1;57.900
3;2;99;0;0;1;0;0;15;1;1;0;1;1;57.900
3;1;88;0;1;1;1;2;2;1;1;1;1;1;57.750
4;2;126;0;1;1;1;2;15;1;1;1;1;1;57.750
3;1;85;0;1;1;1;2;15;1;1;0;1;1;57.750
3;1;85;1;1;1;1;2;15;1;1;0;1;1;57.750
3;1;81;1;1;1;1;2;15;1;1;0;1;1;57.600
4;1;82;1;1;1;1;2;3;1;1;1;1;1;57.039
3;2;113;0;0;1;1;2;15;1;0;0;1;1;57.005
1;1;60;0;1;0;0;0;7;0;0;0;1;1;57.000
3;1;62;2;1;1;1;2;15;1;1;1;1;1;57.000
4;1;95;0;1;1;1;2;2;1;1;2;1;1;56.900
3;1;71;0;1;1;1;2;15;1;1;1;1;1;56.700
3;1;101;0;1;1;1;2;15;1;1;2;1;1;56.500
2;1;74;2;1;1;1;2;15;1;1;1;1;1;56.500
3;1;100;1;1;1;1;2;3;1;1;1;1;1;56.400
2;1;71;2;1;1;1;2;15;1;1;1;1;1;56.288
2;1;79;0;1;1;1;0;15;1;1;1;1;1;56.000
4;1;90;0;1;1;0;0;15;1;1;1;1;1;56.000
2;1;80;2;1;1;0;0;15;1;1;1;1;1;56.000
3;1;100;0;1;1;1;2;15;1;1;0;1;1;55.650
2;1;55;0;1;1;1;2;15;1;1;0;1;1;55.650
3;1;101;0;1;0;0;0;15;1;1;0;1;1;55.630
2;2;109;2;1;0;1;0;1;0;1;0;0;0;55.500
2;2;68;0;1;0;1;0;15;0;0;0;1;1;55.000
3;1;78;0;1;1;1;0;15;1;1;1;1;1;55.000
2;1;77;2;1;1;0;0;15;1;1;1;1;1;55.000
3;1;88;0;1;1;1;0;15;1;1;1;1;1;55.000
2;1;80;0;1;0;1;0;15;1;1;1;1;1;55.000
4;1;106;0;1;1;1;0;15;1;1;1;1;1;55.000
3;1;99;2;0;1;0;0;12;1;1;1;1;1;55.000
3;1;72;0;1;0;1;0;3;1;1;1;1;1;55.000
2;1;43;1;1;1;1;0;3;1;1;1;1;1;55.000
4;2;97;0;1;0;0;0;6;1;0;1;1;0;55.000
4;1;90;0;1;0;0;0;15;1;1;0;1;1;55.000
3;1;85;0;1;1;1;0;15;1;1;0;1;1;55.000
2;2;94;2;1;1;1;2;15;1;1;0;1;1;54.800
2;1;80;1;1;1;1;2;15;1;1;1;1;1;54.313
4;2;85;1;1;1;1;0;15;1;1;1;1;1;54.300
3;1;85;0;1;0;1;1;15;1;1;1;1;1;54.000
2;1;70;0;1;1;1;0;15;1;1;1;1;1;54.000
3;1;67;0;1;1;1;0;15;1;0;1;1;1;54.000
2;1;73;2;1;1;1;2;15;1;1;0;1;1;54.000
2;1;65;2;1;1;1;2;15;1;1;0;1;1;53.424
3;1;75;0;1;1;1;0;15;1;1;1;1;1;53.000
3;2;76;1;1;1;1;2;15;1;1;1;1;1;53.000
2;2;100;0;0;1;1;2;15;1;1;1;1;1;53.000
1;1;58;0;1;0;0;0;2;1;1;0;0;1;53.000
2;1;58;0;1;1;1;2;15;1;1;1;1;1;53.000
4;1;82;0;1;1;1;2;15;1;1;1;1;1;53.000
1;1;49;0;1;0;1;2;15;1;0;0;1;1;53.000
1;1;78;0;1;1;1;2;15;1;1;1;1;1;52.800
3;1;75;1;1;1;1;0;1;1;0;0;1;1;52.500
3;1;98;0;1;1;1;2;15;1;1;1;1;1;52.500
3;2;111;2;1;1;0;0;15;1;1;0;1;1;52.000
1;1;70;0;1;0;1;2;5;0;1;1;0;1;52.000
1;1;24;0;1;0;1;1;1;1;0;0;1;1;52.000
3;1;86;2;1;1;1;0;15;1;1;1;1;1;52.000
2;2;73;1;1;1;1;0;15;0;0;1;1;1;51.800
2;1;58;0;1;1;1;2;15;1;1;0;0;1;51.600
2;1;72;0;1;1;1;2;15;1;1;0;1;1;51.289
3;1;75;0;1;1;1;0;15;1;1;1;1;1;51.000
3;1;90;0;0;0;0;0;15;1;0;1;1;1;51.000
2;1;86;1;1;1;1;0;15;1;1;1;1;1;50.800
2;1;82;2;1;1;1;2;15;1;1;0;1;1;50.500
4;1;100;1;1;1;1;0;10;1;1;1;1;1;50.400
4;1;109;0;1;1;1;2;2;1;1;0;1;1;50.400
2;1;70;0;1;1;1;2;2;1;1;0;1;1;50.282
4;2;108;0;1;1;1;0;15;1;1;1;1;1;50.000
3;1;65;0;1;1;1;0;3;1;0;1;1;1;50.000
2;1;90;1;1;1;1;0;11;1;1;1;1;1;50.000
3;1;88;0;1;1;1;0;15;1;1;1;1;1;50.000
3;1;100;0;1;0;0;0;15;1;0;1;1;1;50.000
3;1;70;0;0;0;1;0;15;1;0;1;1;1;50.000
3;1;81;0;1;1;1;2;15;0;0;1;1;1;49.990
2;1;81;0;1;1;1;0;15;0;1;0;1;1;49.200
2;1;59;0;1;1;1;0;15;1;1;1;1;1;49.000
3;1;104;2;1;1;1;2;15;1;1;1;1;1;49.000
3;1;49;2;1;1;1;2;15;1;1;1;1;1;49.000
2;1;55;0;1;0;1;0;15;1;0;0;1;1;49.000
3;1;176;2;1;1;1;2;15;1;1;1;1;1;49.000
1;1;48;0;1;1;1;0;15;1;1;1;1;1;48.900
3;1;100;0;1;1;1;2;1;1;1;1;1;1;48.300
1;2;50;1;1;1;1;0;6;1;1;1;1;1;48.000
3;1;109;1;1;1;1;2;15;1;1;1;1;1;48.000
3;1;83;2;1;1;1;2;15;1;1;1;1;1;48.000
1;1;50;0;1;1;1;0;15;1;1;1;1;1;48.000
2;1;45;0;1;1;0;0;12;1;1;1;1;1;48.000
2;1;65;2;1;1;1;2;15;1;1;0;1;1;47.849
2;1;82;2;1;1;1;2;15;1;0;0;1;1;47.700
3;1;83;0;1;1;1;2;5;1;1;1;1;1;47.250
1;1;75;0;1;1;1;2;0;1;1;0;1;1;47.250
3;1;92;2;1;1;1;2;15;1;1;1;1;1;47.000
2;1;72;2;1;1;1;2;15;1;1;1;1;1;47.000
1;1;43;2;1;1;1;2;15;1;1;0;1;1;46.800
4;1;87;0;1;1;1;0;1;1;1;1;1;1;46.500
1;1;54;0;1;1;1;0;15;1;1;1;1;1;46.500
3;1;93;0;1;1;1;2;15;1;1;1;1;1;46.018
3;1;83;0;1;1;0;0;15;1;1;2;1;1;45.800
4;1;77;1;1;1;1;2;1;1;1;1;1;1;45.793
3;1;80;2;1;1;1;2;15;1;1;1;1;1;45.600
2;1;1.061;0;1;1;1;1;15;0;0;0;1;1;45.400
2;1;75;2;1;1;0;0;15;0;1;1;1;1;45.300
3;2;92;0;1;1;1;2;15;1;1;1;1;1;45.300
2;1;55;0;1;1;1;2;15;1;1;2;1;1;45.150
3;1;82;0;1;1;1;0;15;1;1;1;1;1;45.000
3;2;118;0;1;1;0;0;15;1;1;1;1;1;45.000
4;2;143;0;1;1;1;2;15;1;1;2;1;1;45.000
2;1;71;0;1;1;1;0;0;1;1;1;1;1;45.000
3;1;85;0;0;1;1;0;15;1;1;1;1;1;45.000
3;1;68;0;1;1;1;0;15;1;1;1;1;1;45.000
1;1;47;2;1;1;1;2;15;1;1;0;1;1;45.000
3;2;84;2;1;1;0;0;15;1;1;2;1;1;45.000
3;1;106;1;1;0;1;0;15;1;1;1;1;1;45.000
3;1;70;0;1;1;0;0;2;0;1;1;1;1;45.000
3;1;90;0;1;1;0;0;15;1;1;0;1;1;45.000
3;1;80;0;1;1;1;1;15;1;1;1;1;1;45.000
3;1;94;0;1;1;0;0;15;1;0;1;1;1;45.000
2;1;71;0;0;1;1;2;15;1;1;0;1;1;44.562
1;1;75;2;1;1;1;2;15;1;1;0;1;1;44.500
1;1;33;0;0;1;0;0;15;1;1;0;1;1;44.500
3;2;67;1;1;1;1;2;0;1;1;1;1;1;44.312
3;1;107;0;1;1;1;2;15;1;1;0;1;1;44.000
2;1;80;2;1;1;1;2;15;1;0;1;1;1;43.900
2;2;85;2;1;1;1;2;15;0;1;0;1;1;43.865
3;1;70;2;1;1;0;0;15;1;1;0;1;1;43.610
2;1;68;2;1;1;1;0;15;1;1;1;1;1;43.500
3;1;72;0;1;1;1;2;15;1;1;1;1;1;43.050
1;1;56;2;1;1;1;2;15;1;1;1;1;1;43.000
3;1;94;2;1;1;1;2;15;1;0;1;1;1;42.900
1;1;38;2;1;0;1;2;15;1;1;1;1;1;42.500
4;1;100;1;1;1;1;2;0;1;1;1;1;1;42.200
3;1;75;0;1;1;1;0;15;1;1;1;1;1;42.000
3;1;69;0;1;1;1;2;3;1;1;1;1;1;42.000
3;1;90;0;1;1;0;0;15;0;1;1;0;0;42.000
1;1;57;2;0;1;0;1;15;0;0;0;1;1;41.800
2;1;66;2;1;1;1;2;15;0;1;0;1;1;41.065
2;1;60;0;1;1;1;2;15;1;1;1;1;1;41.000
2;1;81;0;1;1;1;2;11;1;1;1;1;1;41.000
3;1;104;0;1;1;1;2;15;1;1;1;1;1;40.000
3;1;55;1;1;0;1;0;15;1;1;2;1;0;40.000
3;2;110;0;1;1;1;0;15;0;1;1;1;1;40.000
2;1;84;0;0;1;0;0;15;1;0;1;1;1;40.000
2;1;66;1;1;1;1;0;15;1;0;1;1;1;40.000
4;1;125;1;1;1;1;0;15;1;1;1;1;1;40.000
1;1;57;2;1;1;1;2;15;1;0;0;1;1;40.000
3;1;54;1;1;0;1;0;1;1;1;1;1;1;40.000
4;1;65;1;1;1;1;1;15;1;0;1;1;1;40.000
1;1;45;0;1;1;1;0;15;1;1;0;1;1;39.900
3;1;77;1;1;1;1;2;15;1;1;1;1;1;39.900
2;1;75;0;1;1;1;2;15;1;1;0;1;1;39.900
2;1;53;2;1;1;1;2;15;1;1;1;1;1;39.800
4;2;132;2;1;1;1;2;15;1;1;0;1;1;39.800
2;1;85;1;1;1;1;0;12;1;1;1;1;1;39.800
2;1;65;2;1;1;1;2;15;1;1;2;1;1;39.195
3;1;90;0;1;1;1;0;10;1;1;1;1;1;39.000
3;1;100;1;1;1;1;1;15;1;0;1;1;1;39.000
3;1;69;0;0;1;1;2;15;1;0;1;1;1;39.000
3;1;72;2;1;1;1;2;15;1;1;1;1;1;39.000
2;1;74;2;1;1;1;2;15;1;0;0;1;1;38.700
4;2;126;0;0;1;1;2;15;1;1;0;1;1;38.600
3;1;78;2;1;1;1;2;15;1;1;1;1;1;38.000
3;2;101;2;1;1;1;2;15;1;1;1;1;1;38.000
4;1;115;0;1;1;1;0;15;1;1;1;1;1;38.000
3;1;60;0;0;0;1;0;15;1;1;1;1;1;38.000
2;1;56;2;1;1;1;0;15;1;1;1;1;1;37.828
3;1;75;0;1;1;0;0;15;1;0;1;1;1;37.500
3;1;74;2;1;1;1;2;15;1;1;1;1;1;37.345
2;1;50;0;1;1;1;0;14;1;0;1;1;1;37.000
3;1;61;0;1;1;1;0;15;1;1;1;1;1;37.000
3;1;81;2;1;1;1;2;15;1;1;1;1;1;37.000
2;1;75;0;1;1;1;0;15;1;1;1;1;1;37.000
3;1;89;2;1;1;1;2;15;1;1;1;1;1;37.000
1;1;56;0;1;0;0;0;15;1;1;1;1;1;36.800
2;1;59;0;1;1;1;0;15;1;1;1;1;1;36.000
3;1;73;0;1;1;1;1;15;1;0;1;1;1;36.000
3;1;60;0;1;1;1;2;15;1;1;1;1;1;35.990
1;2;67;2;1;1;0;0;15;1;1;0;1;1;35.900
1;2;40;2;1;1;0;0;15;1;1;0;1;1;35.309
3;1;70;1;1;1;1;0;15;1;1;1;1;1;35.000
1;1;65;1;1;0;0;1;10;1;1;0;1;1;35.000
2;1;95;0;1;1;1;0;15;1;1;1;1;1;35.000
3;1;73;0;1;1;0;0;3;1;1;1;1;1;35.000
3;1;72;1;1;1;1;2;15;1;1;2;1;1;35.000
3;1;60;1;1;1;1;0;15;1;1;1;1;0;35.000
3;1;70;0;0;0;1;0;15;1;1;1;1;1;35.000
3;1;78;1;1;1;1;2;15;1;1;1;1;1;34.650
2;1;60;0;1;1;1;2;15;1;1;1;1;1;34.650
3;1;72;0;1;1;1;2;15;1;1;1;1;1;34.650
3;1;88;0;1;1;1;2;15;1;0;1;1;1;34.594
3;1;80;0;1;1;0;0;6;1;1;1;1;1;34.000
2;1;69;0;1;1;1;0;15;1;1;0;1;1;33.900
3;1;97;2;1;1;1;2;15;1;1;1;1;1;33.700
3;1;65;0;1;1;1;2;6;1;1;1;1;1;33.600
2;1;73;0;1;1;1;2;15;1;1;1;1;1;33.313
3;1;111;2;1;1;0;0;15;1;1;2;1;1;33.200
1;1;27;0;1;1;1;0;1;1;1;1;1;1;33.000
1;1;48;0;1;1;1;0;1;1;1;1;1;1;33.000
1;1;69;1;1;1;1;1;15;1;1;0;1;1;33.000
2;1;72;0;1;1;1;0;15;1;1;1;1;1;32.539
2;1;75;0;1;1;1;0;2;1;1;1;1;1;32.400
1;2;52;1;1;1;1;0;15;1;1;1;1;1;32.300
3;1;94;1;1;1;0;0;15;1;1;1;1;1;32.000
3;1;68;1;1;1;0;0;15;1;1;1;1;1;32.000
3;1;99;0;1;1;1;2;15;1;1;1;1;1;31.961
3;1;68;1;1;1;1;2;6;1;1;1;1;1;31.500
3;1;82;2;1;1;1;2;15;1;1;1;1;1;31.000
3;1;76;2;1;1;1;0;15;1;1;1;1;1;30.100
2;1;48;0;1;1;1;0;15;1;0;1;1;1;30.000
3;1;90;0;1;1;1;0;2;1;1;1;1;1;30.000
2;1;56;0;1;1;1;0;2;1;1;1;1;1;30.000
3;1;60;0;1;1;0;0;15;1;1;1;1;0;30.000
4;1;98;1;1;1;0;0;15;1;1;1;1;1;29.999
2;1;76;1;1;1;1;2;5;1;1;1;1;1;28.500
1;1;59;1;1;1;1;2;15;1;1;0;1;1;28.200
3;1;76;1;1;1;1;2;15;1;1;1;1;1;28.111
3;1;65;2;1;1;0;0;15;1;1;2;1;1;27.470
4;2;115;2;1;1;1;2;15;1;1;1;1;1;27.100
2;1;54;2;1;1;1;2;15;1;1;1;1;1;27.000
2;1;92;0;1;1;1;0;15;1;1;1;1;1;26.000
3;1;92;2;1;1;0;0;15;1;1;2;1;1;25.470
1;1;65;2;1;1;1;2;15;0;1;0;1;1;24.600
3;1;72;1;1;1;1;2;15;1;1;1;1;1;23.900
2;1;61;0;1;1;1;1;15;1;1;1;1;1;23.900
2;1;75;0;1;1;0;0;15;1;1;0;1;1;23.000
3;1;70;0;1;1;1;0;1;1;1;1;1;1;22.000
3;2;52;2;1;1;0;0;15;1;1;1;1;1;20.900
3;1;75;0;1;0;1;2;15;1;1;2;1;1;20.000
2;1;94;0;1;0;0;0;15;0;0;1;1;0;20.000
3;1;97;2;1;1;1;2;15;1;1;1;1;1;19.900
3;1;45;1;1;1;1;2;15;1;1;1;1;1;18.500
3;1;68;2;1;1;1;2;15;1;1;1;1;1;18.400
3;1;69;2;1;1;1;2;15;1;1;1;1;1;17.900
3;1;64;0;1;1;1;0;1;1;0;1;1;0;13.900
2;1;37;2;1;1;1;2;15;1;1;1;1;1;13.095
2;1;63;1;1;1;1;2;6;1;1;1;1;1;11.400
3;1;96;2;1;1;1;2;5;1;1;1;1;1;10.000
